0.07549186	-0.13244462	0.05739374	0.008993646	0.09091314	-0.032005765	-0.010423637	-0.0033433754	0.010007879	0.090856664	-0.006840676	0.009357671	0.04327741	-0.020676745	-0.013499668	0.044170756
0.012103761	-0.11911313	0.06554789	0.00936791	0.08571569	0.038568344	-0.03880241	-0.027244046	0.019516528	0.07099381	-0.005325554	0.054353412	-0.010324978	0.028541919	-0.019059584	0.01157101
0.0024439814	-0.09460218	0.06615572	0.017484393	0.031254403	0.089181714	-0.03131084	-0.017846068	0.011343443	0.08299344	0.04188696	0.101358764	-0.030115059	0.021229144	0.011158033	-0.001495396
-0.019483984	-0.04859234	0.034860685	0.026157616	0.066080496	-0.029285671	-0.018146334	-0.03377486	-0.015764363	0.044895437	-0.0071683773	0.016938673	-0.010194748	-0.031099219	0.0138732735	-0.004604772
-0.020930324	-0.04236923	0.058823228	-0.0387119	-0.026938725	-0.034212306	-0.0677435	-0.037001524	-0.0049695824	0.09567771	0.03741325	0.08775998	-0.008920786	-0.037862547	-0.03890974	-0.010672282
-0.063135006	-0.051718276	0.009021743	0.045240924	0.08424538	-0.015153286	-0.0015210513	-0.029880466	0.017399354	0.13118303	-0.025908096	-0.00022027483	0.06930808	0.031364437	-0.037940335	-0.07106628
-0.0075238636	-0.17414218	0.099537514	0.012580783	0.043883417	-0.03187693	-0.04582527	-0.008478757	0.023440529	0.043864332	0.049351368	0.07676044	-0.023102975	0.06277494	-0.06066325	-0.0127731
0.038597476	-0.07914531	0.0019125676	0.05326275	0.052800696	-0.037545152	-0.06537374	-0.034330323	-0.020203492	0.072213836	-0.059282277	0.03479822	-0.048022132	0.0064221113	-0.060094304	0.0045465087
0.032469936	-0.11659759	0.07171382	-0.016194465	0.11588429	0.0038042103	0.0020854038	-0.02074101	0.026114611	0.08228801	-0.047167905	0.007134667	-0.018050134	0.014880235	-0.0023510645	0.011820921
0.055657562	-0.1131646	0.044693023	0.041591313	0.06871948	0.042885702	-0.0144116925	0.040022742	0.008761017	0.035074472	-0.0069367993	0.07892321	-0.10467905	-0.0059405537	-0.01609294	-0.03424287
-0.038141746	-0.094349995	0.023455374	-0.033945844	0.053080328	0.069508374	0.041332074	0.011133214	-0.0071163005	0.054644242	-0.0049262443	0.036230758	0.03256843	-0.022365298	-0.020902976	0.036013093
0.0056111203	-0.04449367	0.07599125	0.048340596	0.08482807	-0.052634954	-0.05339548	0.05151484	-0.053779442	0.072739474	0.02160197	-0.044231035	-0.0218173	0.012561851	0.00060329604	-0.011273571
-0.028704379	-0.037773818	0.018290747	0.014058644	0.021687906	-0.030558303	-0.032861456	-0.04123682	-0.04083621	0.0017924308	-0.0129408585	0.030047603	-0.04544492	0.0029659853	-0.026308462	-0.059008393
0.0942974	-0.20517841	0.017541178	0.033830713	-0.064781845	0.0054952144	-0.06795945	-0.054665957	-0.034792926	-0.01846326	0.0170749	-0.03486395	-0.03549878	-0.052484322	-0.11243397	0.0947692
0.052008763	0.09130391	0.0020965324	-0.035598416	0.10481038	0.06700252	-0.029176006	-0.020394245	-0.079466105	0.04420004	-0.023522425	-0.009508299	-0.0013985953	-0.023026804	0.10780074	-0.08655807
-0.03497969	-0.12128922	-0.02483717	0.0047156718	0.09683369	0.054380875	-0.025305664	0.003169374	-0.0042695953	0.07363997	0.07182215	0.00028540028	-0.012121296	0.037718423	-0.02569037	0.033081986
-0.12531455	-0.035348885	-0.01946153	0.036535893	0.12411985	-0.03931073	0.009869763	0.010239251	-0.04462796	0.030373245	-0.015469851	0.015276583	-0.007809665	0.024930364	-0.048776828	0.009275027
-0.028972663	-0.06095115	-0.09241295	0.012660956	0.11693621	0.021590468	-0.028106064	-0.019364683	-0.05071731	-0.038871817	0.09071458	-0.019427923	-0.060568765	0.02728164	-0.050560363	-0.039308954
-0.010159605	-0.036827993	-0.009436463	-0.0013775767	0.0029492504	0.020950299	0.003406643	0.036311373	-0.0020212838	0.067797266	0.06008665	0.051362526	0.017767355	0.061356332	-0.045424584	0.023632495
0.028892167	-0.103584446	-0.0138375545	0.056839332	0.07453683	0.06583819	-0.0048543806	0.0389095	0.051091276	0.002577138	0.03716494	0.012205865	-0.0070676715	0.019849358	-0.06286725	-0.04262876
-0.041957613	-0.049742848	-0.005749176	0.09083567	0.011196447	-0.022994779	-0.0037650988	-0.004408991	0.039926425	0.1250382	-0.047738913	-0.03763427	0.08574289	0.074556306	-0.06741162	-0.024607046
